Statement, Link, Date, Source, Label
Harvard Medical School students “learn how to care for LGBTQIA+ infants.”,https://www.politifact.com/factchecks/2023/jan/20/tiktok-posts/harvard-medical-students-arent-being-taught-that-i/,uary 20^ 2023,TikTok posts,false
A video shows a real angel in the sky in Palestine.,https://www.politifact.com/factchecks/2023/jan/20/viral-image/look-up-in-the-sky-its-an-angel-its-a-horse-its-an/,uary 20^ 2023,Viral image,false
A video shows the deadly Jan. 15 plane crash in Nepal.,https://www.politifact.com/factchecks/2023/jan/20/facebook-posts/online-video-shows-russian-plane-crash-2021-not-de/,uary 20^ 2023,Facebook posts,false
CNN reported that Damar Hamlin’s doctor confirmed his cardiac arrest was caused by a COVID-19 vaccine booster.,https://www.politifact.com/factchecks/2023/jan/19/viral-image/headline-about-damar-hamlins-doctor-connecting-car/,uary 19^ 2023,Viral image,false
Document shows that Hunter Biden paid Joe Biden $50^000 a month in rent.,https://www.politifact.com/factchecks/2023/jan/19/facebook-posts/hunter-biden-paid-50000-rent-office-space-dc-not-h/,uary 19^ 2023,Facebook posts,false
Greta Thunberg staged an arrest in Germany.,https://www.politifact.com/factchecks/2023/jan/19/viral-image/climate-activist-greta-thunberg-didnt-stage-her-re/,uary 19^ 2023,Viral image,false
Joan Rivers was killed for revealing that Barack Obama is gay and Michelle Obama is transgender.,https://www.politifact.com/factchecks/2023/jan/19/instagram-posts/comedian-joan-rivers-was-wrong-about-obamas/,uary 19^ 2023,Instagram posts,pants-fire
"Biden drained America's Strategic Petroleum Reserves to the lowest level since 1984.",https://www.politifact.com/factchecks/2023/jan/19/morgan-luttrell/us-emergency-oil-reserve-lowest-level-1983/,uary 19^ 2023,Morgan Luttrell,true
Joe Biden as vice president didn't "have the right to declassify" documents.,https://www.politifact.com/factchecks/2023/jan/19/donald-trump/trump-wrong-biden-did-have-right-declassify-record/,uary 19^ 2023,Donald Trump,false
“More contraception availability increases abortion demand.",https://www.politifact.com/factchecks/2023/jan/18/instagram-posts/more-access-to-contraception-increases-abortion-de/,uary 18^ 2023,Instagram posts,false
Walmart is giving some women $500 grocery store credit as part of a discrimination settlement.,https://www.politifact.com/factchecks/2023/jan/18/facebook-posts/online-scams-use-fabricated-walmart-sexual-discrim/,uary 18^ 2023,Facebook posts,false
“When the Republicans were in power the last time for eight years^ do you know how much discretionary spending increased in those eight years? Zero.”,https://www.politifact.com/factchecks/2023/jan/18/kevin-mccarthy/did-gop-hold-discretionary-spending-constant-2011/,uary 18^ 2023,Kevin McCarthy,half-true
The World Economic Forum hired “unvaccinated pilots” to fly people into Davos^ Switzerland^ for its annual meeting for safety reasons.,https://www.politifact.com/factchecks/2023/jan/18/blog-posting/claims-that-world-economic-forum-is-hiring-only-un/,uary 18^ 2023,Bloggers,false
"Social Security has nothing to do with the deficit or the national debt.",https://www.politifact.com/factchecks/2023/jan/18/occupy-democrats/social-security-does-add-to-federal-budget-deficit/,uary 18^ 2023,Occupy Democrats,barely-true
“Americans who worked through the pandemic are being paid up to $26^000 by qualifying for the Employee Retention Credit.”,https://www.politifact.com/factchecks/2023/jan/17/facebook-posts/workers-arent-being-paid-up-to-26000-because-of-a/,uary 17^ 2023,Facebook posts,false
“Every single Republican blocked Ketanji Brown Jackson’s SCOTUS appointment.”,https://www.politifact.com/factchecks/2023/jan/17/facebook-posts/these-are-3-republicans-who-voted-confirm-ketanji/,uary 17^ 2023,Facebook posts,false
On supporting marriage rights for same-sex couples.,https://www.politifact.com/factchecks/2023/jan/17/thom-tillis/tillis-vote-shows-shift-same-sex-marriage-position/,uary 17^ 2023,Thom Tillis,half-flip
Statement, Link, Date, Source, Label
Video shows Elon Musk talking about what “every failed leader” he met had in common.,https://www.politifact.com/factchecks/2023/jan/17/viral-image/altered-video-elon-musk-uses-2017-interview-about/,uary 17^ 2023,Viral image,false
“All ‘gender affirming care’ for children is 100% experimental. There are zero long term studies on the effects the drugs and surgeries will have on them.”,https://www.politifact.com/factchecks/2023/jan/17/instagram-posts/is-all-gender-affirming-care-for-children-experime/,uary 17^ 2023,Instagram posts,barely-true
California has twice the population of New York^ but spends $260 billion^ while New York spends $220 billion.,https://www.politifact.com/factchecks/2023/jan/13/william-barclay/comparison-between-spending-new-york-and-californi/,uary 13^ 2023,William Barclay,barely-true
Magic Johnson tested positive for HIV "because Fauci’s gain of function study used a contaminated Hepatitis B vaccine.",https://www.politifact.com/factchecks/2023/jan/13/instagram-posts/magic-johnson-did-not-contract-hiv-contaminated-va/,uary 13^ 2023,Instagram posts,pants-fire
The cost of eggs has gone up 700%.,https://www.politifact.com/factchecks/2023/jan/13/facebook-posts/eggflation-social-media-post-scrambles-facts-high/,uary 13^ 2023,Facebook posts,barely-true
“Take-home pay for workers is going up.”,https://www.politifact.com/factchecks/2023/jan/13/joe-biden/wage-gains-are-now-exceeding-inflation-but-theyre/,uary 13^ 2023,Joe Biden,half-true
“Every pro-life Governor up for election in November won – by a large margin.”,https://www.politifact.com/factchecks/2023/jan/13/scott-walker/yes-governors-who-oppose-abortion-did-well-in-midt/,uary 13^ 2023,Scott Walker,mostly-true
"Florida's water is dirtier and sicker than when Gov. DeSantis first took office.",https://www.politifact.com/factchecks/2023/jan/13/lindsay-cross/floridas-water-dirtier-under-desantis-heres-what-d/,uary 13^ 2023,Lindsay Cross,half-true
“The White House is now attempting to ban all gas ovens and burners.”,https://www.politifact.com/factchecks/2023/jan/12/sean-hannity/white-house-not-banning-gas-stoves-and-ovens/,uary 12^ 2023,Sean Hannity,false
Video shows John F. Kennedy Jr. at Donald Trump’s presidential inauguration.,https://www.politifact.com/factchecks/2023/jan/12/viral-image/no-jfk-jr-didnt-attend-donald-trumps-inauguration/,uary 12^ 2023,Viral image,pants-fire
Video shows Hillary Clinton being arrested.,https://www.politifact.com/factchecks/2023/jan/12/viral-image/no-this-isnt-a-video-of-hillary-clinton-getting-ar/,uary 12^ 2023,Viral image,pants-fire
“Lula's staff infiltrated and caused damage while the Brazilian Patriots cleaned up.”,https://www.politifact.com/factchecks/2023/jan/12/instagram-posts/evidence-shows-bolsonaro-supporters-were-behind-br/,uary 12^ 2023,Instagram posts,pants-fire
Coronavirus is a Latin word for “heart attack virus.”,https://www.politifact.com/factchecks/2023/jan/12/viral-image/coronavirus-is-not-a-latin-word-that-means-heart-a/,uary 12^ 2023,Viral image,false
Cellphone data used to arrest the Idaho quadruple-murder suspect proves that criticism of the “2000 Mules” movie’s use of cell data is unfounded.,https://www.politifact.com/factchecks/2023/jan/12/john-rich/no-cellphone-data-used-to-arrest-suspected-idaho-k/,uary 12^ 2023,John Rich,false
The election in Brazil “was very clearly a rigged election.”,https://www.politifact.com/factchecks/2023/jan/12/tucker-carlson/tucker-carlsons-unfounded-claim-that-brazils-elect/,uary 12^ 2023,Tucker Carlson,false
A “default on our debt” would be unprecedented in American history.,https://www.politifact.com/factchecks/2023/jan/11/hakeem-jeffries/hakeem-jeffries-said-a-debt-limit-default-would-be/,uary 11^ 2023,Hakeem Jeffries,mostly-true
MMA fighter Victoria Lee died because of a COVID-19 vaccine.,https://www.politifact.com/factchecks/2023/jan/11/facebook-posts/no-cause-death-given-mma-fighter-victoria-lee/,uary 11^ 2023,Facebook posts,false
"Parents that go to school board meetings" and question the curriculum are being "flagged by the Department of Justice and the FBI for attending a meeting.",https://www.politifact.com/factchecks/2023/jan/10/scott-perry/fbi-doj-tagged-threats-against-school-officials-no/,uary 10^ 2023,Scott Perry,false
COVID-19 vaccines "provide zero benefit relative to risk for the young and healthy.",https://www.politifact.com/factchecks/2023/jan/10/robert-malone/young-and-healthy-people-get-benefits-and-low-risk/,uary 10^ 2023,Robert Malone,false
"Historically^ our spring elections (including for state Supreme Court) have a smaller turnout associated with them.",https://www.politifact.com/factchecks/2023/jan/10/melissa-agard/how-small-turnout-wisconsin-spring-elections/,uary 10^ 2023,Melissa Agard,true
Tom Hanks shouting "sexy baby" is connected to Jeffery Epstein and pedophilia.,https://www.politifact.com/factchecks/2023/jan/09/instagram-posts/instagram-post-takes-tom-hanks-clip-out-context-fa/,nuary 9^ 2023,Instagram posts,pants-fire
Photo shows a copycat ‘QAnon shaman’ at attack on Brazil’s capital.,https://www.politifact.com/factchecks/2023/jan/09/tweets/viral-photo-of-copycat-qanon-shaman-in-brazil-wasn/,nuary 9^ 2023,Tweets,false
As president^ Donald Trump “marshaled the full power of government to stop deadly drugs^ opioids^ and fentanyl from coming into our country. As a result^ drug overdose deaths declined nationwide for the first time in nearly 30 years.",https://www.politifact.com/factchecks/2023/jan/09/donald-trump/fact-checking-donald-trump-drug-overdose-rates-his/,nuary 9^ 2023,Donald Trump,barely-true
A $5^000 stimulus loan is available.,https://www.politifact.com/factchecks/2023/jan/06/facebook-posts/this-online-offer-of-a-5000-stimulus-loan-is-too-g/,nuary 6^ 2023,Facebook posts,false
“Ray Epps confessed to Jan. 6 Committee he ‘orchestrated’ attack on Capitol”,https://www.politifact.com/factchecks/2023/jan/06/instagram-posts/ray-epps-didnt-tell-congress-he-orchestrated-the-j/,nuary 6^ 2023,Instagram posts,barely-true
Tee Higgins "isn't even leaving the hospital till he knows (Damar) Hamlin is OK.",https://www.politifact.com/factchecks/2023/jan/06/facebook-posts/higgins-is-not-stationed-at-the-hospital-with-haml/,nuary 6^ 2023,Facebook posts,false
"Pope Benedict XVI and the Vatican requested that President Biden not attend Benedict’s funeral.",https://www.politifact.com/factchecks/2023/jan/06/newsmax/pope-benedict-wanted-a-simple-funeral-theres-no-ev/,nuary 6^ 2023,Newsmax,false
Since a new immigration program was implemented^ the number of Venezuelans trying to enter the U.S. illegally decreased “from about 1^100 per day to less than 250 per day on average.”,https://www.politifact.com/factchecks/2023/jan/06/joe-biden/illegal-immigration-dropped-after-new-venezuela-pr/,nuary 6^ 2023,Joe Biden,mostly-true
“Joe Biden left Marines behind in Afghanistan. And now he left a Marine behind in Russia.”,https://www.politifact.com/factchecks/2023/jan/06/tom-tiffany/tiffany-misses-mark-claim-biden-left-marines-behin/,nuary 6^ 2023,Tom Tiffany,barely-true
There have been “1^598 athlete cardiac arrests since Jan 2021. 69% fatal.",https://www.politifact.com/factchecks/2023/jan/05/liz-wheeler/online-activists-use-faulty-data-to-claim-cardiac/,nuary 5^ 2023,Liz Wheeler,false
